"","master_key","cntyvtd","county"
"7582","n212016","212016","Bastrop"
"7583","n4790312","4790312","Webb"
"7584","n2150036","2150036","Hidalgo"
"7585","n4393398","4393398","Tarrant"
"7586","n3070202","3070202","Mcculloch"
"7587","n1131051","1131051","Dallas"
"7588","n3730001","3730001","Polk"
"7589","n3290109","3290109","Midland"
"7590","n3030008","3030008","Lubbock"
"7591","n50006","50006","Angelina"
"7592","n37004D","37004D","Bowie"
"7593","n3990008","3990008","Runnels"
"7594","n2010372","2010372","Harris"
"7595","n850066","850066","Collin"
"7596","n1211005","1211005","Denton"
"7597","n294203","294203","Bexar"
"7598","n4393582","4393582","Tarrant"
"7599","n850109","850109","Collin"
"7600","n2930101","2930101","Limestone"
"7601","n2010584","2010584","Harris"
"7602","n294160","294160","Bexar"
"7603","n1134654","1134654","Dallas"
"7604","n4394020","4394020","Tarrant"
"7605","n2990101","2990101","Llano"
"7606","n4970002","4970002","Wise"
"7607","n294034","294034","Bexar"
"7608","n3090041","3090041","Mclennan"
"7609","n1134603","1134603","Dallas"
"7610","n2010541","2010541","Harris"
"7611","n4394703","4394703","Tarrant"
"7612","n1550301","1550301","Foard"
"7613","n2010458","2010458","Harris"
"7614","n1134107","1134107","Dallas"
"7615","n1573131A","1573131A","Fort Bend"
"7616","n4394288","4394288","Tarrant"
"7617","n294077","294077","Bexar"
"7618","n1573011","1573011","Fort Bend"
"7619","n850235","850235","Collin"
"7620","n3670235","3670235","Parker"
"7621","n4910144","4910144","Williamson"
"7622","n2150013","2150013","Hidalgo"
"7623","n150103","150103","Austin"
"7624","n293193","293193","Bexar"
"7625","n3030033","3030033","Lubbock"
"7626","n2090340","2090340","Hays"
"7627","n4530134","4530134","Travis"
"7628","n1212088","1212088","Denton"
"7629","n850023","850023","Collin"
"7630","n1134059","1134059","Dallas"
"7631","n3070401","3070401","Mcculloch"
"7632","n930016","930016","Comanche"
"7633","n3310212","3310212","Milam"
"7634","n3950004","3950004","Robertson"
"7635","n1670206","1670206","Galveston"
"7636","n4910302","4910302","Williamson"
"7637","n250006","250006","Bee"
"7638","n1134077","1134077","Dallas"
"7639","n4850402","4850402","Wichita"
"7640","n4910189","4910189","Williamson"
"7641","n4510106","4510106","Tom Green"
"7642","n2150182","2150182","Hidalgo"
"7643","n4090105","4090105","San Patricio"
"7644","n2210103","2210103","Hood"
"7645","n4530110","4530110","Travis"
"7646","n294051","294051","Bexar"
"7647","n1590402","1590402","Franklin"
"7648","n4910422","4910422","Williamson"
"7649","n325004A","325004A","Medina"
"7650","n4010316","4010316","Rusk"
"7651","n419009S","419009S","Shelby"
"7652","n90001","90001","Archer"
"7653","n870402","870402","Collingsworth"
"7654","n2150056","2150056","Hidalgo"
"7655","n1010201","1010201","Cottle"
"7656","n850192","850192","Collin"
"7657","n3150003","3150003","Marion"
"7658","n3730021","3730021","Polk"
"7659","n1571142","1571142","Fort Bend"
"7660","n4410109","4410109","Taylor"
"7661","n10013","10013","Anderson"
"7662","n3810324","3810324","Randall"
"7663","n850129","850129","Collin"
"7664","n2010415","2010415","Harris"
"7665","n2150119","2150119","Hidalgo"
"7666","n1450401","1450401","Falls"
"7667","n1131080","1131080","Dallas"
"7668","n4394508","4394508","Tarrant"
"7669","n4393160","4393160","Tarrant"
"7670","n2010266","2010266","Harris"
"7671","n2830006","2830006","La Salle"
"7672","n1672321","1672321","Galveston"
"7673","n1133205","1133205","Dallas"
"7674","n293049","293049","Bexar"
"7675","n293135","293135","Bexar"
"7676","n1110004","1110004","Dallam"
"7677","n1410191","1410191","El Paso"
"7678","n2010647","2010647","Harris"
"7679","n130004","130004","Atascosa"
"7680","n4790239","4790239","Webb"
"7681","n323002D","323002D","Maverick"
"7682","n2070004","2070004","Haskell"
"7683","n3650027","3650027","Panola"
"7684","n4210101","4210101","Sherman"
"7685","n1670354","1670354","Galveston"
"7686","n50028","50028","Angelina"
"7687","n4474006","4474006","Throckmorton"
"7688","n1211025","1211025","Denton"
"7689","n2150205","2150205","Hidalgo"
"7690","n910402","910402","Comal"
"7691","n4391059","4391059","Tarrant"
"7692","n1490207","1490207","Fayette"
"7693","n2010309","2010309","Harris"
"7694","n850003","850003","Collin"
"7695","n1134527","1134527","Dallas"
"7696","n2090231","2090231","Hays"
"7697","n4970023","4970023","Wise"
"7698","n3990005","3990005","Runnels"
"7699","n2010604","2010604","Harris"
"7700","n294180","294180","Bexar"
"7701","n1574015","1574015","Fort Bend"
"7702","n293092","293092","Bexar"
"7703","n1573071","1573071","Fort Bend"
"7704","n3030052","3030052","Lubbock"
"7705","n2010432","2010432","Harris"
"7706","n2150076","2150076","Hidalgo"
"7707","n2010475","2010475","Harris"
"7708","n2970012","2970012","Live Oak"
"7709","n4394596","4394596","Tarrant"
"7710","n1134127","1134127","Dallas"
"7711","n3090018","3090018","Mclennan"
"7712","n3870005","3870005","Red River"
"7713","n4050007","4050007","San Augustine"
"7714","n2150162","2150162","Hidalgo"
"7715","n1133206","1133206","Dallas"
"7716","n214025","214025","Bastrop"
"7717","n2010821","2010821","Harris"
"7718","n2850101","2850101","Lavaca"
"7719","n2010036","2010036","Harris"
"7720","n2510009","2510009","Johnson"
"7721","n1131730","1131730","Dallas"
"7722","n3390097","3390097","Montgomery"
"7723","n1410003","1410003","El Paso"
"7724","n2011013","2011013","Harris"
"7725","n410061","410061","Brazos"
"7726","n2450033","2450033","Jefferson"
"7727","n291128","291128","Bexar"
"7728","n2450096","2450096","Jefferson"
"7729","n4391642","4391642","Tarrant"
"7730","n4391427","4391427","Tarrant"
"7731","n2010907","2010907","Harris"
"7732","n610032","610032","Cameron"
"7733","n3550074","3550074","Nueces"
"7734","n4391271","4391271","Tarrant"
"7735","n4392448","4392448","Tarrant"
"7736","n292095","292095","Bexar"
"7737","n2570032","2570032","Kaufman"
"7738","n467001B","467001B","Van Zandt"
"7739","n1290101","1290101","Donley"
"7740","n2011099","2011099","Harris"
"7741","n2010884","2010884","Harris"
"7742","n1132131","1132131","Dallas"
"7743","n2450010","2450010","Jefferson"
"7744","n291066","291066","Bexar"
"7745","n4391740","4391740","Tarrant"
"7746","n550205","550205","Caldwell"
"7747","n2010970","2010970","Harris"
"7748","n3510020","3510020","Newton"
"7749","n4530371","4530371","Travis"
"7750","n1430031","1430031","Erath"
"7751","n2510031","2510031","Johnson"
"7752","n3550011","3550011","Nueces"
"7753","n2010101","2010101","Harris"
"7754","n2070005","2070005","Haskell"
"7755","n1132046","1132046","Dallas"
"7756","n1370003","1370003","Edwards"
"7757","n4530447","4530447","Travis"
"7758","n1132500","1132500","Dallas"
"7759","n470002","470002","Brooks"
"7760","n2010267","2010267","Harris"
"7761","n2011036","2011036","Harris"
"7762","n1950004","1950004","Hansford"
"7763","n410064","410064","Brazos"
"7764","n4392052","4392052","Tarrant"
"7765","n1131403","1131403","Dallas"
"7766","n270313","270313","Bell"
"7767","n610055","610055","Cameron"
"7768","n2010781","2010781","Harris"
"7769","n2570029","2570029","Kaufman"
"7770","n4392435","4392435","Tarrant"
"7771","n3390021","3390021","Montgomery"
"7772","n2010118","2010118","Harris"
"7773","n1132804","1132804","Dallas"
"7774","n4690024","4690024","Victoria"
"7775","n2010161","2010161","Harris"
"7776","n4530203","4530203","Travis"
"7777","n292135","292135","Bexar"
"7778","n4392223","4392223","Tarrant"
"7779","n2010993","2010993","Harris"
"7780","n291151","291151","Bexar"
"7781","n1133069","1133069","Dallas"
"7782","n3610017","3610017","Orange"
"7783","n1810405","1810405","Grayson"
"7784","n4530475","4530475","Travis"
"7785","n2010950","2010950","Harris"
"7786","n270102","270102","Bell"
"7787","n1890419","1890419","Hale"
"7788","n4391479","4391479","Tarrant"
"7789","n1214202","1214202","Denton"
"7790","n1132086","1132086","Dallas"
"7791","n3470026","3470026","Nacogdoches"
"7792","n2550001","2550001","Karnes"
"7793","n1410026","1410026","El Paso"
"7794","n292010","292010","Bexar"
"7795","n1132153","1132153","Dallas"
"7796","n2410015","2410015","Jasper"
"7797","n1870219","1870219","Guadalupe"
"7798","n3590203","3590203","Oldham"
"7799","n4590018","4590018","Upshur"
"7800","n3550031","3550031","Nueces"
"7801","n2011119","2011119","Harris"
"7802","n292115","292115","Bexar"
"7803","n1990012","1990012","Hardin"
"7804","n1132108","1132108","Dallas"
"7805","n4391109","4391109","Tarrant"
"7806","n1410046","1410046","El Paso"
"7807","n2011056","2011056","Harris"
"7808","n1132521","1132521","Dallas"
"7809","n690401","690401","Castro"
"7810","n1830013","1830013","Gregg"
"7811","n2030017","2030017","Harrison"
"7812","n2310217","2310217","Hunt"
"7813","n1410089","1410089","El Paso"
"7814","n610075","610075","Cameron"
"7815","n4391347","4391347","Tarrant"
"7816","n1890112","1890112","Hale"
"7817","n4690004","4690004","Victoria"
"7818","n1132023","1132023","Dallas"
"7819","n4550014","4550014","Trinity"
"7820","n3550093","3550093","Nueces"
"7821","n2490007","2490007","Jim Wells"
"7822","n2010887","2010887","Harris"
"7823","n291046","291046","Bexar"
"7824","n1391042","1391042","Ellis"
"7825","n1133026","1133026","Dallas"
"7826","n4790250A","4790250A","Webb"
"7827","n4730312","4730312","Waller"
"7828","n490411","490411","Brown"
"7829","n1131146","1131146","Dallas"
"7830","n4530348B","4530348B","Travis"
"7831","n292178","292178","Bexar"
"7832","n3510002","3510002","Newton"
"7833","n2450053","2450053","Jefferson"
"7834","n4392280","4392280","Tarrant"
"7835","n2010824","2010824","Harris"
"7836","n291109","291109","Bexar"
"7837","n4530420","4530420","Travis"
"7838","n2010055","2010055","Harris"
"7839","n1131710","1131710","Dallas"
"7840","n1350307","1350307","Ector"
"7841","n610012","610012","Cameron"
"7842","n292056","292056","Bexar"
"7843","n570011","570011","Calhoun"
"7844","n530012","530012","Burnet"
"7845","n1391022","1391022","Ellis"
"7846","n1132200","1132200","Dallas"
"7847","n292013","292013","Bexar"
"7848","n410084","410084","Brazos"
"7849","n4391734","4391734","Tarrant"
"7850","n1290303","1290303","Donley"
"7851","n1132000","1132000","Dallas"
"7852","n1132128","1132128","Dallas"
"7853","n3490405","3490405","Navarro"
"7854","n1391039","1391039","Ellis"
"7855","n1214221","1214221","Denton"
"7856","n2450013","2450013","Jefferson"
"7857","n3430102","3430102","Morris"
"7858","n4391577","4391577","Tarrant"
"7859","n1132307","1132307","Dallas"
"7860","n2450056","2450056","Jefferson"
"7861","n3390078","3390078","Montgomery"
"7862","n3550008","3550008","Nueces"
"7863","n2010801","2010801","Harris"
"7864","n1132049","1132049","Dallas"
"7865","n1350412","1350412","Ector"
"7866","n292072","292072","Bexar"
"7867","n4530292","4530292","Travis"
"7868","n1990015","1990015","Hardin"
"7869","n4630013","4630013","Uvalde"
"7870","n2011033","2011033","Harris"
"7871","n291003","291003","Bexar"
"7872","n291131","291131","Bexar"
"7873","n2510028","2510028","Johnson"
"7874","n1870128","1870128","Guadalupe"
"7875","n47003S","47003S","Brooks"
"7876","n4530416","4530416","Travis"
"7877","n1950001","1950001","Hansford"
"7878","n610009","610009","Cameron"
"7879","n2010930","2010930","Harris"
"7880","n4391189","4391189","Tarrant"
"7881","n292158","292158","Bexar"
"7882","n610095","610095","Cameron"
"7883","n1410109","1410109","El Paso"
"7884","n2690002","2690002","King"
"7885","n1133006","1133006","Dallas"
"7886","n2010141","2010141","Harris"
"7887","n2010098","2010098","Harris"
"7888","n293030","293030","Bexar"
"7889","n390076","390076","Brazoria"
"7890","n1133107","1133107","Dallas"
"7891","n2570009","2570009","Kaufman"
"7892","n4391078","4391078","Tarrant"
"7893","n4530231","4530231","Travis"
"7894","n1410066","1410066","El Paso"
"7895","n1410172","1410172","El Paso"
"7896","n730012","730012","Cherokee"
"7897","n2011076","2011076","Harris"
"7898","n2010013","2010013","Harris"
"7899","n3330006","3330006","Mills"
"7900","n2650119","2650119","Kerr"
"7901","n2290004","2290004","Hudspeth"
"7902","n4530392","4530392","Travis"
"7903","n1870401","1870401","Guadalupe"
"7904","n2011139","2011139","Harris"
"7905","n550202","550202","Caldwell"
"7906","n4391489","4391489","Tarrant"
"7907","n2010204","2010204","Harris"
"7908","n2010844","2010844","Harris"
"7909","n291089","291089","Bexar"
"7910","n292030","292030","Bexar"
"7911","n2010947","2010947","Harris"
"7912","n3550113","3550113","Nueces"
"7913","n4570014","4570014","Tyler"
"7914","n2450099","2450099","Jefferson"
"7915","n3390039","3390039","Montgomery"
"7916","n3470016","3470016","Nacogdoches"
"7917","n410021","410021","Brazos"
"7918","n3550051","3550051","Nueces"
"7919","n2450073","2450073","Jefferson"
"7920","n4392219","4392219","Tarrant"
"7921","n291026","291026","Bexar"
"7922","n4710301","4710301","Walker"
"7923","n4270010","4270010","Starr"
"7924","n2390004","2390004","Jackson"
"7925","n3490203","3490203","Navarro"
"7926","n4650042","4650042","Val Verde"
"7927","n3550071","3550071","Nueces"
"7928","n390056","390056","Brazoria"
"7929","n291069","291069","Bexar"
"7930","n1213160","1213160","Denton"
"7931","n610072","610072","Cameron"
"7932","n2010058","2010058","Harris"
"7933","n3550054","3550054","Nueces"
"7934","n1410129","1410129","El Paso"
"7935","n2010738","2010738","Harris"
"7936","n4391013","4391013","Tarrant"
"7937","n2011053","2011053","Harris"
"7938","n4570017","4570017","Tyler"
"7939","n1132602","1132602","Dallas"
"7940","n4530387","4530387","Travis"
"7941","n4530346","4530346","Travis"
"7942","n1870103","1870103","Guadalupe"
"7943","n2011096","2011096","Harris"
"7944","n292033","292033","Bexar"
"7945","n291086","291086","Bexar"
"7946","n2450076","2450076","Jefferson"
"7947","n3550028","3550028","Nueces"
"7948","n3490200","3490200","Navarro"
"7949","n1131733","1131733","Dallas"
"7950","n510114","510114","Burleson"
"7951","n1350304","1350304","Ector"
"7952","n4392609","4392609","Tarrant"
"7953","n4392100","4392100","Tarrant"
"7954","n2010184","2010184","Harris"
"7955","n1133049","1133049","Dallas"
"7956","n1391019","1391019","Ellis"
"7957","n530009","530009","Burnet"
"7958","n2010864","2010864","Harris"
"7959","n1230202","1230202","Dewitt"
"7960","n2594070","2594070","Kendall"
"7961","n570008","570008","Calhoun"
"7962","n1350101","1350101","Ector"
"7963","n410103","410103","Brazos"
"7964","n4392522","4392522","Tarrant"
"7965","n2010121","2010121","Harris"
"7966","n1132807","1132807","Dallas"
"7967","n4392354","4392354","Tarrant"
"7968","n3410401","3410401","Moore"
"7969","n4393035","4393035","Tarrant"
"7970","n2730041","2730041","Kleberg"
"7971","n3370014","3370014","Montague"
"7972","n2010016","2010016","Harris"
"7973","n610052","610052","Cameron"
"7974","n2490010","2490010","Jim Wells"
"7975","n1213117","1213117","Denton"
"7976","n291148","291148","Bexar"
"7977","n1132310","1132310","Dallas"
"7978","n1410086","1410086","El Paso"
"7979","n4391352","4391352","Tarrant"
"7980","n4530472","4530472","Travis"
"7981","n410041","410041","Brazos"
"7982","n292138","292138","Bexar"
"7983","n292075","292075","Bexar"
"7984","n2010990","2010990","Harris"
"7985","n1214179","1214179","Denton"
"7986","n1910201","1910201","Hall"
"7987","n2330014","2330014","Hutchinson"
"7988","n4391589","4391589","Tarrant"
"7989","n1410023","1410023","El Paso"
"7990","n1132111","1132111","Dallas"
"7991","n2550004","2550004","Karnes"
"7992","n670002","670002","Cass"
"7993","n2010927","2010927","Harris"
"7994","n3390056","3390056","Montgomery"
"7995","n4590015B","4590015B","Upshur"
"7996","n1410063","1410063","El Paso"
"7997","n3550091","3550091","Nueces"
"7998","n4392519","4392519","Tarrant"
"7999","n2011073","2011073","Harris"
"8000","n292112","292112","Bexar"
"8001","n4392341","4392341","Tarrant"
"8002","n2010095","2010095","Harris"
"8003","n4690001","4690001","Victoria"
"8004","n2570006","2570006","Kaufman"
"8005","n4630010","4630010","Uvalde"
"8006","n2011030","2011030","Harris"
"8007","n1132518","1132518","Dallas"
"8008","n2670007","2670007","Kimble"
"8009","n3550048","3550048","Nueces"
"8010","n292069","292069","Bexar"
"8011","n1133003","1133003","Dallas"
"8012","n2593050","2593050","Kendall"
"8013","n2010138","2010138","Harris"
"8014","n1410149","1410149","El Paso"
"8015","n2010224","2010224","Harris"
"8016","n690206","690206","Castro"
"8017","n2011159","2011159","Harris"
"8018","n1133089","1133089","Dallas"
"8019","n293007","293007","Bexar"
"8020","n610049","610049","Cameron"
"8021","n4570010","4570010","Tyler"
"8022","n2010052","2010052","Harris"
"8023","n2150077","2150077","Hidalgo"
"8024","n2010181","2010181","Harris"
"8025","n292155","292155","Bexar"
"8026","n4392569","4392569","Tarrant"
"8027","n1410020","1410020","El Paso"
"8028","n850170","850170","Collin"
"8029","n2011116","2011116","Harris"
"8030","n610092","610092","Cameron"
"8031","n294052","294052","Bexar"
"8032","n4392205","4392205","Tarrant"
"8033","n2010347","2010347","Harris"
"8034","n2030011","2030011","Harrison"
"8035","n3630022","3630022","Palo Pinto"
"8036","n4890008","4890008","Willacy"
"8037","n850084","850084","Collin"
"8038","n3810103","3810103","Randall"
"8039","n2010241","2010241","Harris"
"8040","n2790001","2790001","Lamb"
"8041","n1133964","1133964","Dallas"
"8042","n4394077","4394077","Tarrant"
"8043","n3030006","3030006","Lubbock"
"8044","n4730106","4730106","Waller"
"8045","n3610011","3610011","Orange"
"8046","n1470018","1470018","Fannin"
"8047","n2090435","2090435","Hays"
"8048","n1133310","1133310","Dallas"
"8049","n293171","293171","Bexar"
"8050","n3030053","3030053","Lubbock"
"8051","n2010433","2010433","Harris"
"8052","n4810203","4810203","Wharton"
"8053","n4393392","4393392","Tarrant"
"8054","n850021","850021","Collin"
"8055","n2090221","2090221","Hays"
"8056","n3670400","3670400","Parker"
"8057","n293110","293110","Bexar"
"8058","n2890012","2890012","Leon"
"8059","n3870011A","3870011A","Red River"
"8060","n2150034","2150034","Hidalgo"
"8061","n4392751","4392751","Tarrant"
"8062","n2730024","2730024","Kleberg"
"8063","n3710009","3710009","Pecos"
"8064","n2010304","2010304","Harris"
"8065","n2010370","2010370","Harris"
"8066","n2130001","2130001","Henderson"
"8067","n2910030","2910030","Liberty"
"8068","n1572030","1572030","Fort Bend"
"8069","n4393329","4393329","Tarrant"
"8070","n1573078","1573078","Fort Bend"
"8071","n1133046","1133046","Dallas"
"8072","n1134128","1134128","Dallas"
"8073","n610006","610006","Cameron"
"8074","n1410209A","1410209A","El Paso"
"8075","n1410106","1410106","El Paso"
"8076","n4790226","4790226","Webb"
"8077","n4790340","4790340","Webb"
"8078","n770020","770020","Clay"
"8079","n4530439","4530439","Travis"
"8080","n4393247","4393247","Tarrant"
"8081","n293070","293070","Bexar"
"8082","n1133313","1133313","Dallas"
"8083","n2790004","2790004","Lamb"
"8084","n2010287","2010287","Harris"
"8085","n2010244","2010244","Harris"
"8086","n2870304","2870304","Lee"
"8087","n2010330","2010330","Harris"
"8088","n1133805","1133805","Dallas"
"8089","n2730033","2730033","Kleberg"
"8090","n1410169","1410169","El Paso"
"8091","n710016","710016","Chambers"
"8092","n3730002","3730002","Polk"
"8093","n1134057","1134057","Dallas"
"8094","n3510017","3510017","Newton"
"8095","n293113","293113","Bexar"
"8096","n1132801","1132801","Dallas"
"8097","n4392827A","4392827A","Tarrant"
"8098","n1391016","1391016","Ellis"
"8099","n294015","294015","Bexar"
"8100","n291155","291155","Bexar"
"8101","n294184","294184","Bexar"
"8102","n370015","370015","Bowie"
"8103","n610078","610078","Cameron"
"8104","n2150189","2150189","Hidalgo"
"8105","n2570015","2570015","Kaufman"
"8106","n2850309","2850309","Lavaca"
"8107","n3390007","3390007","Montgomery"
"8108","n3490303","3490303","Navarro"
"8109","n4230012","4230012","Smith"
"8110","n850030","850030","Collin"
"8111","n1132139","1132139","Dallas"
"8112","n1131409","1131409","Dallas"
"8113","n1211063","1211063","Denton"
"8114","n2010690","2010690","Harris"
"8115","n2150020","2150020","Hidalgo"
"8116","n294038","294038","Bexar"
"8117","n294161","294161","Bexar"
"8118","n291058","291058","Bexar"
"8119","n292019","292019","Bexar"
"8120","n37004B","37004B","Bowie"
"8121","n610101","610101","Cameron"
"8122","n3990006","3990006","Runnels"
"8123","n2150043","2150043","Hidalgo"
"8124","n2150166","2150166","Hidalgo"
"8125","n2591010","2591010","Kendall"
"8126","n2790011","2790011","Lamb"
"8127","n3390028C","3390028C","Montgomery"
"8128","n3470042","3470042","Nacogdoches"
"8129","n850007","850007","Collin"
"8130","n850130","850130","Collin"
"8131","n1132114","1132114","Dallas"
"8132","n1134601","1134601","Dallas"
"8133","n1131719","1131719","Dallas"
"8134","n2010836","2010836","Harris"
"8135","n410013","410013","Brazos"
"8136","n950204","950204","Concho"
"8137","n1132098","1132098","Dallas"
"8138","n1133095","1133095","Dallas"
"8139","n1131742","1131742","Dallas"
"8140","n1391025","1391025","Ellis"
"8141","n3030012","3030012","Lubbock"
"8142","n3310207","3310207","Milam"
"8143","n3530003","3530003","Nolan"
"8144","n3750426","3750426","Potter"
"8145","n4870001B","4870001B","Wilbarger"
"8146","n1410213","1410213","El Paso"
"8147","n1550401","1550401","Foard"
"8148","n2010982","2010982","Harris"
"8149","n213003B","213003B","Henderson"
"8150","n2150229","2150229","Hidalgo"
"8151","n2450085","2450085","Jefferson"
"8152","n410073","410073","Brazos"
"8153","n750201","750201","Childress"
"8154","n890303","890303","Colorado"
"8155","n1134655","1134655","Dallas"
"8156","n1133316","1133316","Dallas"
"8157","n1211000","1211000","Denton"
"8158","n3210002","3210002","Matagorda"
"8159","n3550099","3550099","Nueces"
"8160","n3950011","3950011","Robertson"
"8161","n4394499","4394499","Tarrant"
"8162","n4910204","4910204","Williamson"
"8163","n1350202","1350202","Ector"
"8164","n1990018","1990018","Hardin"
"8165","n2010876","2010876","Harris"
"8166","n2090100","2090100","Hays"
"8167","n2550013","2550013","Karnes"
"8168","n2870403","2870403","Lee"
"8169","n293053","293053","Bexar"
"8170","n291075","291075","Bexar"
"8171","n1410012","1410012","El Paso"
"8172","n1470005","1470005","Fannin"
"8173","n1572051","1572051","Fort Bend"
"8174","n1670422","1670422","Galveston"
"8175","n4530456","4530456","Travis"
"8176","n4530135","4530135","Travis"
"8177","n4610005","4610005","Upton"
"8178","n4790133","4790133","Webb"
"8179","n4810403","4810403","Wharton"
"8180","n2150183","2150183","Hidalgo"
"8181","n2450039","2450039","Jefferson"
"8182","n3390013","3390013","Montgomery"
"8183","n4391457","4391457","Tarrant"
"8184","n4391150","4391150","Tarrant"
"8185","n4392721","4392721","Tarrant"
"8186","n2010767","2010767","Harris"
"8187","n2011016","2011016","Harris"
"8188","n2010190","2010190","Harris"
"8189","n2010436","2010436","Harris"
"8190","n2010522","2010522","Harris"
"8191","n2010684","2010684","Harris"
"8192","n1133920","1133920","Dallas"
"8193","n1211046","1211046","Denton"
"8194","n1573093","1573093","Fort Bend"
"8195","n1770001","1770001","Gonzales"
"8196","n1850004","1850004","Grimes"
"8197","n2010045A","2010045A","Harris"
"8198","n4530381B","4530381B","Travis"
"8199","n4890011","4890011","Willacy"
"8200","n3490101","3490101","Navarro"
"8201","n4010112","4010112","Rusk"
"8202","n4391684","4391684","Tarrant"
"8203","n4393590","4393590","Tarrant"
"8204","n4394705","4394705","Tarrant"
"8205","n4510114","4510114","Tom Green"
"8206","n2010376","2010376","Harris"
"8207","n2010081","2010081","Harris"
"8208","n2010830","2010830","Harris"
"8209","n2011162","2011162","Harris"
"8210","n2150037","2150037","Hidalgo"
"8211","n2270207","2270207","Howard"
"8212","n150207","150207","Austin"
"8213","n291121","291121","Bexar"
"8214","n610038","610038","Cameron"
"8215","n850070","850070","Collin"
"8216","n1134143","1134143","Dallas"
"8217","n1410052","1410052","El Paso"
"8218","n277004GB","277004GB","Lamar"
"8219","n3030155","3030155","Lubbock"
"8220","n4170101B","4170101B","Shackelford"
"8221","n4391295","4391295","Tarrant"
"8222","n4394458","4394458","Tarrant"
"8223","n4790349","4790349","Webb"
"8224","n1870228","1870228","Guadalupe"
"8225","n2010476","2010476","Harris"
"8226","n2010730","2010730","Harris"
"8227","n2010482","2010482","Harris"
"8228","n2430004","2430004","Jeff Davis"
"8229","n2610001","2610001","Kenedy"
"8230","n294201","294201","Bexar"
"8231","n292059","292059","Bexar"
"8232","n293203","293203","Bexar"
"8233","n530001","530001","Burnet"
"8234","n1134016","1134016","Dallas"
"8235","n1131315","1131315","Dallas"
"8236","n4710304","4710304","Walker"
"8237","n2150126","2150126","Hidalgo"
"8238","n3390106","3390106","Montgomery"
"8239","n3390064","3390064","Montgomery"
"8240","n3630013","3630013","Palo Pinto"
"8241","n4391001","4391001","Tarrant"
"8242","n4410405","4410405","Taylor"
"8243","n1410152","1410152","El Paso"
"8244","n1410158","1410158","El Paso"
"8245","n1810307","1810307","Grayson"
"8246","n2010582","2010582","Harris"
"8247","n2011122","2011122","Harris"
"8248","n2150083","2150083","Hidalgo"
"8249","n90002","90002","Archer"
"8250","n294098","294098","Bexar"
"8251","n293059","293059","Bexar"
"8252","n390045","390045","Brazoria"
"8253","n850116","850116","Collin"
"8254","n1010301","1010301","Cottle"
"8255","n4394231","4394231","Tarrant"
"8256","n4970003","4970003","Wise"
"8257","n2710001","2710001","Kinney"
"8258","n2710004","2710004","Kinney"
"8259","n3030057","3030057","Lubbock"
"8260","n3550040","3550040","Nueces"
"8261","n3730005","3730005","Polk"
"8262","n4090106","4090106","San Patricio"
"8263","n1213149","1213149","Denton"
"8264","n1890307","1890307","Hale"
"8265","n2010773","2010773","Harris"
"8266","n2011022","2011022","Harris"
"8267","n2090347","2090347","Hays"
"8268","n2450045","2450045","Jefferson"
"8269","n270302","270302","Bell"
"8270","n293157","293157","Bexar"
"8271","n292104","292104","Bexar"
"8272","n350005","350005","Bosque"
"8273","n430004","430004","Brewster"
"8274","n850216","850216","Collin"
"8275","n4393421","4393421","Tarrant"
"8276","n2510014","2510014","Johnson"
"8277","n2930204","2930204","Limestone"
"8278","n3090080B","3090080B","Mclennan"
"8279","n3390109","3390109","Montgomery"
"8280","n3590404","3590404","Oldham"
"8281","n4250003","4250003","Somervell"
"8282","n1132506","1132506","Dallas"
"8283","n2010087","2010087","Harris"
"8284","n2010628","2010628","Harris"
"8285","n2030003","2030003","Harrison"
"8286","n2150080","2150080","Hidalgo"
"8287","n2270404","2270404","Howard"
"8288","n270115","270115","Bell"
"8289","n294055","294055","Bexar"
"8290","n293096","293096","Bexar"
"8291","n410007","410007","Brazos"
"8292","n530015","530015","Burnet"
"8293","n1391031","1391031","Ellis"
"8294","n4850406","4850406","Wichita"
"8295","n4910424","4910424","Williamson"
"8296","n2150223","2150223","Hidalgo"
"8297","n3670315","3670315","Parker"
"8298","n4170307","4170307","Shackelford"
"8299","n4391061","4391061","Tarrant"
"8300","n4393538","4393538","Tarrant"
"8301","n4530306","4530306","Travis"
"8302","n1574141","1574141","Fort Bend"
"8303","n2010562","2010562","Harris"
"8304","n2010064","2010064","Harris"
"8305","n2010727","2010727","Harris"
"8306","n2011059","2011059","Harris"
"8307","n2090140","2090140","Hays"
"8308","n50032","50032","Angelina"
"8309","n270305","270305","Bell"
"8310","n292144","292144","Bexar"
"8311","n293119","293119","Bexar"
"8312","n350002","350002","Bosque"
"8313","n410030","410030","Brazos"
"8314","n4530337","4530337","Travis"
"8315","n4770208","4770208","Washington"
"8316","n489002A","489002A","Willacy"
"8317","n1574032","1574032","Fort Bend"
"8318","n1670495","1670495","Galveston"
"8319","n2010207","2010207","Harris"
"8320","n2010704","2010704","Harris"
"8321","n4392644","4392644","Tarrant"
"8322","n4530111","4530111","Travis"
"8323","n850090","850090","Collin"
"8324","n1132006","1132006","Dallas"
"8325","n1134111","1134111","Dallas"
"8326","n1211006","1211006","Denton"
"8327","n1391008","1391008","Ellis"
"8328","n1410115","1410115","El Paso"
"8329","n37001B","37001B","Bowie"
"8330","n910205","910205","Comal"
"8331","n1131101","1131101","Dallas"
"8332","n1134081","1134081","Dallas"
