"master_key","cntyvtd","county"
"n790202","790202","Cochran"
"n1134627","1134627","Dallas"
"n1131745","1131745","Dallas"
"n467002C","467002C","Van Zandt"
"n3030009","3030009","Lubbock"
"n323002E","323002E","Maverick"
"n3770002","3770002","Presidio"
"n4394102","4394102","Tarrant"
"n4392226","4392226","Tarrant"
"n4530181","4530181","Travis"
"n1132095","1132095","Dallas"
"n1410216","1410216","El Paso"
"n1970002","1970002","Hardeman"
"n2010979","2010979","Harris"
"n2010316","2010316","Harris"
"n2230008","2230008","Hopkins"
"n294164","294164","Bexar"
"n294158","294158","Bexar"
"n291055","291055","Bexar"
"n633003","633003","Camp"
"n850010","850010","Collin"
"n1132117","1132117","Dallas"
"n4910303","4910303","Williamson"
"n2010293","2010293","Harris"
"n2190046","2190046","Hockley"
"n3810216","3810216","Randall"
"n4392308","4392308","Tarrant"
"n4530214","4530214","Travis"
"n4690013","4690013","Victoria"
"n1134604","1134604","Dallas"
"n1131722","1131722","Dallas"
"n1211043","1211043","Denton"
"n1410195","1410195","El Paso"
"n1670152","1670152","Galveston"
"n2010956","2010956","Harris"
"n850033","850033","Collin"
"n1132142","1132142","Dallas"
"n1211066","1211066","Denton"
"n1219300","1219300","Denton"
"n1572034","1572034","Fort Bend"
"n1630002","1630002","Frio"
"n4610002","4610002","Upton"
"n4910342","4910342","Williamson"
"n3490306","3490306","Navarro"
"n4230015","4230015","Smith"
"n4392393","4392393","Tarrant"
"n4393700","4393700","Tarrant"
"n4530462","4530462","Travis"
"n4530244","4530244","Travis"
"n2010025","2010025","Harris"
"n2010933","2010933","Harris"
"n2010270","2010270","Harris"
"n2010687","2010687","Harris"
"n2150017","2150017","Hidalgo"
"n2570012","2570012","Kaufman"
"n1134658","1134658","Dallas"
"n1133035","1133035","Dallas"
"n1214210","1214210","Denton"
"n1212089","1212089","Denton"
"n1430044","1430044","Erath"
"n1572108","1572108","Fort Bend"
"n4910397","4910397","Williamson"
"n505002A","505002A","Zapata"
"n4230038","4230038","Smith"
"n4393289","4393289","Tarrant"
"n4394046","4394046","Tarrant"
"n4530431","4530431","Travis"
"n4530273","4530273","Travis"
"n4650012C","4650012C","Val Verde"
"n1610001","1610001","Freestone"
"n2010787","2010787","Harris"
"n2010247","2010247","Harris"
"n2010665","2010665","Harris"
"n2010002","2010002","Harris"
"n2010124","2010124","Harris"
"n610041","610041","Cameron"
"n850156","850156","Collin"
"n850073","850073","Collin"
"n1134131","1134131","Dallas"
"n1131052","1131052","Dallas"
"n1214188","1214188","Denton"
"n3030152","3030152","Lubbock"
"n3670255","3670255","Parker"
"n4010317","4010317","Rusk"
"n4150014","4150014","Scurry"
"n4910432","4910432","Williamson"
"n5010305","5010305","Yoakum"
"n1212106","1212106","Denton"
"n1410049","1410049","El Paso"
"n2011065","2011065","Harris"
"n2450002","2450002","Jefferson"
"n2610004","2610004","Kenedy"
"n277004E","277004E","Lamar"
"n270215","270215","Bell"
"n293160","293160","Bexar"
"n37005A","37005A","Bowie"
"n1134063","1134063","Dallas"
"n1131133","1131133","Dallas"
"n1132810","1132810","Dallas"
"n4530382","4530382","Travis"
"n3090083","3090083","Mclennan"
"n3390027","3390027","Montgomery"
"n3470045","3470045","Nacogdoches"
"n4394713","4394713","Tarrant"
"n4393583","4393583","Tarrant"
"n4391677","4391677","Tarrant"
"n1132509","1132509","Dallas"
"n1573084","1573084","Fort Bend"
"n1850001","1850001","Grimes"
"n2010379","2010379","Harris"
"n2150040","2150040","Hidalgo"
"n2270304","2270304","Howard"
"n90005","90005","Archer"
"n294095","294095","Bexar"
"n291078","291078","Bexar"
"n291158","291158","Bexar"
"n292161","292161","Bexar"
"n293056","293056","Bexar"
"n2010439","2010439","Harris"
"n2330042","2330042","Hutchinson"
"n4090109","4090109","San Patricio"
"n4391444","4391444","Tarrant"
"n4530453","4530453","Travis"
"n4810303","4810303","Wharton"
"n590003","590003","Callahan"
"n850027","850027","Collin"
"n850110","850110","Collin"
"n990416","990416","Coryell"
"n1572056","1572056","Fort Bend"
"n2010770","2010770","Harris"
"n293116","293116","Bexar"
"n294204","294204","Bexar"
"n291015","291015","Bexar"
"n33003A","33003A","Borden"
"n410070","410070","Brazos"
"n510309","510309","Burleson"
"n3090039","3090039","Mclennan"
"n3390067","3390067","Montgomery"
"n3390103","3390103","Montgomery"
"n3630009","3630009","Palo Pinto"
"n4393254","4393254","Tarrant"
"n4410402","4410402","Taylor"
"n730047","730047","Cherokee"
"n1134013","1134013","Dallas"
"n1132203","1132203","Dallas"
"n2011125","2011125","Harris"
"n2150123","2150123","Hidalgo"
"n2310432","2310432","Hunt"
"n291115","291115","Bexar"
"n293010","293010","Bexar"
"n293016","293016","Bexar"
"n410010","410010","Brazos"
"n950101","950101","Concho"
"n1132100","1132100","Dallas"
"n4530190","4530190","Travis"
"n4570002","4570002","Tyler"
"n213001T","213001T","Henderson"
"n2150226","2150226","Hidalgo"
"n3310316","3310316","Milam"
"n3530006","3530006","Nolan"
"n4394091","4394091","Tarrant"
"n4392525","4392525","Tarrant"
"n1133098","1133098","Dallas"
"n1133092","1133092","Dallas"
"n1571006","1571006","Fort Bend"
"n1670211","1670211","Galveston"
"n1990004","1990004","Hardin"
"n2010233","2010233","Harris"
"n292101","292101","Bexar"
"n430001","430001","Brewster"
"n430007","430007","Brewster"
"n850213","850213","Collin"
"n850219","850219","Collin"
"n1133808","1133808","Dallas"
"n4910310","4910310","Williamson"
"n2510017","2510017","Johnson"
"n2930201","2930201","Limestone"
"n3870027","3870027","Red River"
"n4270002","4270002","Starr"
"n4393443","4393443","Tarrant"
"n4690007","4690007","Victoria"
"n1211049","1211049","Denton"
"n1250003","1250003","Dickens"
"n1410201","1410201","El Paso"
"n2010084","2010084","Harris"
"n2010919","2010919","Harris"
"n2010625","2010625","Harris"
"n7001A","7001A","Aransas"
"n294101","294101","Bexar"
"n390042","390042","Brazoria"
"n1030002","1030002","Crane"
"n1132033","1132033","Dallas"
"n1134534","1134534","Dallas"
"n3730008","3730008","Polk"
"n4392731","4392731","Tarrant"
"n4394234","4394234","Tarrant"
"n4530132","4530132","Travis"
"n4830301","4830301","Wheeler"
"n4950401","4950401","Winkler"
"n1213152","1213152","Denton"
"n1410009","1410009","El Paso"
"n1670431","1670431","Galveston"
"n1890304","1890304","Hale"
"n2010187","2010187","Harris"
"n2011019","2011019","Harris"
"n770001","770001","Clay"
"n1134019","1134019","Dallas"
"n1131324","1131324","Dallas"
"n1211003","1211003","Denton"
"n1350205","1350205","Ector"
"n1410155","1410155","El Paso"
"n4410408","4410408","Taylor"
"n4530334","4530334","Travis"
"n4710403B","4710403B","Walker"
"n4910201","4910201","Williamson"
"n1574040","1574040","Fort Bend"
"n1810304","1810304","Grayson"
"n2010333","2010333","Harris"
"n2010873","2010873","Harris"
"n3950019","3950019","Robertson"
"n4392168","4392168","Tarrant"
"n50010A","50010A","Angelina"
"n294221","294221","Bexar"
"n292121","292121","Bexar"
"n291118","291118","Bexar"
"n670006","670006","Cass"
"n1410138","1410138","El Paso"
"n4550020","4550020","Trinity"
"n4730315","4730315","Waller"
"n2150057","2150057","Hidalgo"
"n391002A","391002A","Refugio"
"n4391617","4391617","Tarrant"
"n4392537","4392537","Tarrant"
"n4394452","4394452","Tarrant"
"n4510327","4510327","Tom Green"
"n1571014","1571014","Fort Bend"
"n1710010","1710010","Gillespie"
"n1870231","1870231","Guadalupe"
"n2010230","2010230","Harris"
"n2010396","2010396","Harris"
"n2010893","2010893","Harris"
"n294078","294078","Bexar"
"n2010468","2010468","Harris"
"n2011131","2011131","Harris"
"n2250015","2250015","Houston"
"n270204","270204","Bell"
"n11341A1","11341A1","Dallas"
"n1213118","1213118","Denton"
"n1391037","1391037","Ellis"
"n1430018","1430018","Erath"
"n1574167","1574167","Fort Bend"
"n4391075","4391075","Tarrant"
"n4392267","4392267","Tarrant"
"n4393558","4393558","Tarrant"
"n4410206","4410206","Taylor"
"n4530314","4530314","Travis"
"n1830011","1830011","Gregg"
"n2010319","2010319","Harris"
"n2010070","2010070","Harris"
"n3550006","3550006","Nueces"
"n3670345","3670345","Parker"
"n4030005","4030005","Sabine"
"n130008","130008","Atascosa"
"n293125","293125","Bexar"
"n410036","410036","Brazos"
"n850096","850096","Collin"
"n850145","850145","Collin"
"n1132084","1132084","Dallas"
"n4910117","4910117","Williamson"
"n2450074","2450074","Jefferson"
"n3030126","3030126","Lubbock"
"n4230004","4230004","Smith"
"n4230041","4230041","Smith"
"n4392659","4392659","Tarrant"
"n4393054","4393054","Tarrant"
"n1410084","1410084","El Paso"
"n1410121","1410121","El Paso"
"n1670387","1670387","Galveston"
"n1674391","1674391","Galveston"
"n2010839","2010839","Harris"
"n2150003","2150003","Hidalgo"
"n291087","291087","Bexar"
"n292173","292173","Bexar"
"n490318","490318","Brown"
"n610007","610007","Cameron"
"n730033","730033","Cherokee"
"n850039","850039","Collin"
"n2270035","2270035","Howard"
"n2390002","2390002","Jackson"
"n3150010","3150010","Marion"
"n3390092","3390092","Montgomery"
"n4530470","4530470","Travis"
"n4790220","4790220","Webb"
"n1134002","1134002","Dallas"
"n1132614","1132614","Dallas"
"n2010696","2010696","Harris"
"n2010448","2010448","Harris"
"n2150109","2150109","Hidalgo"
"n2150195","2150195","Hidalgo"
"n294130","294130","Bexar"
"n294167","294167","Bexar"
"n291149","291149","Bexar"
"n1131040","1131040","Dallas"
"n1131087","1131087","Dallas"
"n1133501","1133501","Dallas"
"n507004A","507004A","Zavala"
"n2810005","2810005","Lampasas"
"n3390034","3390034","Montgomery"
"n4391550","4391550","Tarrant"
"n4391423","4391423","Tarrant"
"n4590014","4590014","Upshur"
"n49901-4","49901-4","Wood"
"n1572017","1572017","Fort Bend"
"n1572120","1572120","Fort Bend"
"n2011051","2011051","Harris"
"n2011088","2011088","Harris"
"n2010511","2010511","Harris"
"n277002D","277002D","Lamar"
"n50018","50018","Angelina"
"n291044","291044","Bexar"
"n292130","292130","Bexar"
"n293186","293186","Bexar"
"n1133021","1133021","Dallas"
"n1134049","1134049","Dallas"
"n475003N","475003N","Ward"
"n4910266","4910266","Williamson"
"n3030023","3030023","Lubbock"
"n323004C","323004C","Maverick"
"n3470014","3470014","Nacogdoches"
"n3610029","3610029","Orange"
"n4510423","4510423","Tom Green"
"n4530414","4530414","Travis"
"n1131751","1131751","Dallas"
"n1211032","1211032","Denton"
"n2010654","2010654","Harris"
"n2010156","2010156","Harris"
"n2010902","2010902","Harris"
"n2010405","2010405","Harris"
"n190410","190410","Bandera"
"n293082","293082","Bexar"
"n293039","293039","Bexar"
"n390071","390071","Brazoria"
"n1132123","1132123","Dallas"
"n1134610","1134610","Dallas"
"n4530232","4530232","Travis"
"n4530224","4530224","Travis"
"n4850302","4850302","Wichita"
"n4850308","4850308","Wichita"
"n2010262","2010262","Harris"
"n2010796","2010796","Harris"
"n3090005","3090005","Mclennan"
"n3090011","3090011","Mclennan"
"n3550063","3550063","Nueces"
"n3550069","3550069","Nueces"
"n1134616","1134616","Dallas"
"n1134512","1134512","Dallas"
"n1132129","1132129","Dallas"
"n1410035","1410035","El Paso"
"n2010256","2010256","Harris"
"n2010802","2010802","Harris"
"n10002","10002","Anderson"
"n294024","294024","Bexar"
"n370027","370027","Bowie"
"n910301A","910301A","Comal"
"n1131708","1131708","Dallas"
"n1212075","1212075","Denton"
"n2970005","2970005","Live Oak"
"n3650013","3650013","Panola"
"n397003E","397003E","Rockwall"
"n4393735","4393735","Tarrant"
"n4490007","4490007","Titus"
"n4910370","4910370","Williamson"
"n1350408","1350408","Ector"
"n1870126","1870126","Guadalupe"
"n2010945","2010945","Harris"
"n2010113","2010113","Harris"
"n2050201","2050201","Hartley"
"n2570024","2570024","Kaufman"
"n294124","294124","Bexar"
"n291143","291143","Bexar"
"n610064","610064","Cameron"
"n1110008","1110008","Dallam"
"n1133116","1133116","Dallas"
"n1214174","1214174","Denton"
"n4394343","4394343","Tarrant"
"n4391578","4391578","Tarrant"
"n4394573","4394573","Tarrant"
"n4650040","4650040","Val Verde"
"n2830002","2830002","La Salle"
"n3370009","3370009","Montague"
"n3390040","3390040","Montgomery"
"n3750223","3750223","Potter"
"n3810307","3810307","Randall"
"n4391412","4391412","Tarrant"
"n1571160","1571160","Fort Bend"
"n1930014","1930014","Hamilton"
"n2011045","2011045","Harris"
"n2010505","2010505","Harris"
"n2150252","2150252","Hidalgo"
"n2750401","2750401","Knox"
"n50021","50021","Angelina"
"n291129","291129","Bexar"
"n970021","970021","Cooke"
"n1132115","1132115","Dallas"
"n1133806","1133806","Dallas"
"n1211041","1211041","Denton"
"n3350004","3350004","Mitchell"
"n3550094","3550094","Nueces"
"n3950003","3950003","Robertson"
"n4394494","4394494","Tarrant"
"n4391082","4391082","Tarrant"
"n4392601","4392601","Tarrant"
"n1391043","1391043","Ellis"
"n1571133","1571133","Fort Bend"
"n1750031","1750031","Goliad"
"n2010076","2010076","Harris"
"n2550008","2550008","Karnes"
"n3030032","3030032","Lubbock"
"n70003","70003","Aransas"
"n291152","291152","Bexar"
"n293131","293131","Bexar"
"n370010","370010","Bowie"
"n410091A","410091A","Brazos"
"n770032","770032","Clay"
"n4530349","4530349","Travis"
"n4790125","4790125","Webb"
"n4910256","4910256","Williamson"
"n3390008","3390008","Montgomery"
"n3550117","3550117","Nueces"
"n397002B","397002B","Rockwall"
"n4391132","4391132","Tarrant"
"n4392681","4392681","Tarrant"
"n4394591","4394591","Tarrant"
"n930015","930015","Comanche"
"n1132092","1132092","Dallas"
"n1133606","1133606","Dallas"
"n1211018","1211018","Denton"
"n1391020","1391020","Ellis"
"n1530003","1530003","Floyd"
"n110402","110402","Armstrong"
"n294116","294116","Bexar"
"n292014","292014","Bexar"
"n293152","293152","Bexar"
"n292181A","292181A","Bexar"
"n37002D","37002D","Bowie"
"n2190044","2190044","Hockley"
"n2510010","2510010","Johnson"
"n2970011","2970011","Live Oak"
"n3290303","3290303","Midland"
"n1133311","1133311","Dallas"
"n1190004","1190004","Delta"
"n2010954","2010954","Harris"
"n2010291","2010291","Harris"
"n2010623","2010623","Harris"
"n2090441","2090441","Hays"
"n410068","410068","Brazos"
"n610010","610010","Cameron"
"n730045","730045","Cherokee"
"n850125","850125","Collin"
"n910306","910306","Comal"
"n1132050","1132050","Dallas"
"n150102","150102","Austin"
"n270404","270404","Bell"
"n294093","294093","Bexar"
"n293175","293175","Bexar"
"n292159","292159","Bexar"
"n292037","292037","Bexar"
"n3030007","3030007","Lubbock"
"n329307A","329307A","Midland"
"n3550072","3550072","Nueces"
"n3890005","3890005","Reeves"
"n4391014","4391014","Tarrant"
"n1131153","1131153","Dallas"
"n1133004","1133004","Dallas"
"n1132024","1132024","Dallas"
"n213001A","213001A","Henderson"
"n2230004","2230004","Hopkins"
"n2510032","2510032","Johnson"
"n37022A","37022A","Bowie"
"n410045","410045","Brazos"
"n610033","610033","Cameron"
"n710017","710017","Chambers"
"n850148","850148","Collin"
"n910105","910105","Comal"
"n292136","292136","Bexar"
"n410022","410022","Brazos"
"n610056","610056","Cameron"
"n1134501","1134501","Dallas"
"n1131310","1131310","Dallas"
"n1214208","1214208","Denton"
"n2790005","2790005","Lamb"
"n3470027","3470027","Nacogdoches"
"n419009N","419009N","Shelby"
"n4393580","4393580","Tarrant"
"n4570015","4570015","Tyler"
"n505001A","505001A","Zapata"
"n1410147","1410147","El Paso"
"n1590401","1590401","Franklin"
"n2010831","2010831","Harris"
"n2010908","2010908","Harris"
"n2010245","2010245","Harris"
"n2150161","2150161","Hidalgo"
"n292113","292113","Bexar"
"n1134525","1134525","Dallas"
"n1131410","1131410","Dallas"
"n1410170","1410170","El Paso"
"n1610015","1610015","Freestone"
"n1890202","1890202","Hale"
"n277004B","277004B","Lamar"
"n277002G","277002G","Lamar"
"n3430302","3430302","Morris"
"n4150012","4150012","Scurry"
"n4393510","4393510","Tarrant"
"n2010145","2010145","Harris"
"n2010808","2010808","Harris"
"n2010931","2010931","Harris"
"n2010268","2010268","Harris"
"n2150138","2150138","Hidalgo"
"n2170002","2170002","Hill"
"n291007","291007","Bexar"
"n294110","294110","Bexar"
"n850131","850131","Collin"
"n1132808","1132808","Dallas"
"n1134602","1134602","Dallas"
"n1214163","1214163","Denton"
"n4970015","4970015","Wise"
"n2010785","2010785","Harris"
"n2150115","2150115","Hidalgo"
"n3990007","3990007","Runnels"
"n4393036","4393036","Tarrant"
"n4530374","4530374","Travis"
"n4650012A","4650012A","Val Verde"
"n1410193","1410193","El Paso"
"n1573175","1573175","Fort Bend"
"n1572094","1572094","Fort Bend"
"n1910202","1910202","Hall"
"n2010122","2010122","Harris"
"n2010617","2010617","Harris"
"n1133010","1133010","Dallas"
"n1214186","1214186","Denton"
"n1211064","1211064","Denton"
"n1410214","1410214","El Paso"
"n1572031","1572031","Fort Bend"
"n1574095","1574095","Fort Bend"
"n4393696","4393696","Tarrant"
"n4530396","4530396","Travis"
"n4590020","4590020","Upshur"
"n49903-3","49903-3","Wood"
"n1950009","1950009","Hansford"
"n2010099","2010099","Harris"
"n2010762","2010762","Harris"
"n2010222","2010222","Harris"
"n2010640","2010640","Harris"
"n2110401","2110401","Hemphill"
"n294156","294156","Bexar"
"n293114","293114","Bexar"
"n33002A","33002A","Borden"
"n410108","410108","Brazos"
"n1132109","1132109","Dallas"
"n1131065","1131065","Dallas"
"n4530332","4530332","Travis"
"n4690005","4690005","Victoria"
"n4910301","4910301","Williamson"
"n21303WS","21303WS","Henderson"
"n2150075","2150075","Hidalgo"
"n223004A","223004A","Hopkins"
"n3050012","3050012","Lynn"
"n4394503","4394503","Tarrant"
"n4392306","4392306","Tarrant"
"n1132412","1132412","Dallas"
"n1770002","1770002","Gonzales"
"n1990019","1990019","Hardin"
"n2011077","2011077","Harris"
"n2010331","2010331","Harris"
"n2010082","2010082","Harris"
"n291030","291030","Bexar"
"n293008","293008","Bexar"
"n590001","590001","Callahan"
"n770015","770015","Clay"
"n850108","850108","Collin"
"n1134076","1134076","Dallas"
"n4790134","4790134","Webb"
"n4950202","4950202","Winkler"
"n2010685","2010685","Harris"
"n2570010","2570010","Kaufman"
"n3030051","3030051","Lubbock"
"n3750427","3750427","Potter"
"n4394086","4394086","Tarrant"
"n4530178","4530178","Travis"
"n1213141","1213141","Denton"
"n1391026","1391026","Ellis"
"n1571004","1571004","Fort Bend"
"n2011017","2011017","Harris"
"n2010722","2010722","Harris"
"n2010391","2010391","Harris"
"n293068","293068","Bexar"
"n1132201","1132201","Dallas"
"n1134011","1134011","Dallas"
"n1572085","1572085","Fort Bend"
"n1810206","1810206","Grayson"
"n2150038","2150038","Hidalgo"
"n3590103","3590103","Oldham"
"n4230030","4230030","Smith"
"n4391481","4391481","Tarrant"
"n4392112","4392112","Tarrant"
"n4630011","4630011","Uvalde"
"n2150121","2150121","Hidalgo"
"n2270208","2270208","Howard"
"n3090037","3090037","Mclennan"
"n3210004","3210004","Matagorda"
"n3390101","3390101","Montgomery"
"n3390025","3390025","Montgomery"
"n50005","50005","Angelina"
"n293054","293054","Bexar"
"n291113","291113","Bexar"
"n530010","530010","Burnet"
"n850025","850025","Collin"
"n850062","850062","Collin"
"n4391279","4391279","Tarrant"
"n4393665","4393665","Tarrant"
"n4530390","4530390","Travis"
"n2670009","2670009","Kimble"
"n3030142","3030142","Lubbock"
"n3490204","3490204","Navarro"
"n3630023","3630023","Palo Pinto"
"n3710010","3710010","Pecos"
"n1710012","1710012","Gillespie"
"n250005","250005","Bee"
"n37006B","37006B","Bowie"
"n850137","850137","Collin"
"n930002","930002","Comanche"
"n1134109","1134109","Dallas"
"n1133328","1133328","Dallas"
"n2990410","2990410","Llano"
"n3290402","3290402","Midland"
"n3550061","3550061","Nueces"
"n3870029","3870029","Red River"
"n4392453","4392453","Tarrant"
"n4910208","4910208","Williamson"
"n1410113","1410113","El Paso"
"n1490425","1490425","Fayette"
"n2010963","2010963","Harris"
"n2010043","2010043","Harris"
"n2210211","2210211","Hood"
"n2510021","2510021","Johnson"
"n292122","292122","Bexar"
"n730028","730028","Cherokee"
"n1132039","1132039","Dallas"
"n1131174","1131174","Dallas"
"n1134145","1134145","Dallas"
"n11332A1","11332A1","Dallas"
"n2950303","2950303","Lipscomb"
"n391002B","391002B","Refugio"
"n4392541","4392541","Tarrant"
"n4394454","4394454","Tarrant"
"n4730416","4730416","Waller"
"n1214192","1214192","Denton"
"n1350314","1350314","Ector"
"n1574117","1574117","Fort Bend"
"n2010609","2010609","Harris"
"n2090400","2090400","Hays"
"n2170011","2170011","Hill"
"n50030","50030","Angelina"
"n293117","293117","Bexar"
"n292142","292142","Bexar"
"n293123","293123","Bexar"
"n1133039","1133039","Dallas"
"n1134061","1134061","Dallas"
"n4530107","4530107","Travis"
"n4530115","4530115","Travis"
"n4530343A","4530343A","Travis"
"n4910116A","4910116A","Williamson"
"n2010589","2010589","Harris"
"n2011086","2011086","Harris"
"n3030041","3030041","Lubbock"
"n3090087","3090087","Mclennan"
"n325003E","325003E","Medina"
"n3550103","3550103","Nueces"
"n1132010","1132010","Dallas"
"n1134653","1134653","Dallas"
"n1133950","1133950","Dallas"
"n1214214","1214214","Denton"
"n2010423","2010423","Harris"
"n2010417","2010417","Harris"
"n270202","270202","Bell"
"n294059","294059","Bexar"
"n293100","293100","Bexar"
"n530019","530019","Burnet"
"n1810107","1810107","Grayson"
"n2010937","2010937","Harris"
"n4910428","4910428","Williamson"
"n3550081","3550081","Nueces"
"n3650002","3650002","Panola"
"n3670305","3670305","Parker"
"n4391056","4391056","Tarrant"
"n4530312","4530312","Travis"
"n4850410","4850410","Wichita"
"n2010274","2010274","Harris"
"n2010440","2010440","Harris"
"n2490020","2490020","Jim Wells"
"n3090023","3090023","Mclennan"
"n3090065","3090065","Mclennan"
"n3290201","3290201","Midland"
"n10016","10016","Anderson"
"n294036","294036","Bexar"
"n410077","410077","Brazos"
"n910404","910404","Comal"
"n1131141","1131141","Dallas"
"n1391006","1391006","Ellis"
"n4910395","4910395","Williamson"
"n2990108","2990108","Llano"
"n3090046","3090046","Mclennan"
"n3670110","3670110","Parker"
"n38703-4","38703-4","Red River"
"n4394724","4394724","Tarrant"
"n4790273","4790273","Webb"
"n1410119","1410119","El Paso"
"n1870209","1870209","Guadalupe"
"n2011129","2011129","Harris"
"n2010297","2010297","Harris"
"n2070009","2070009","Haskell"
"n2410011","2410011","Jasper"
"n50010B","50010B","Angelina"
"n292165","292165","Bexar"
"n1134085","1134085","Dallas"
"n1131105","1131105","Dallas"
"n1133615","1133615","Dallas"
"n1391029","1391029","Ellis"
"n3810429","3810429","Randall"
"n4391619","4391619","Tarrant"
"n4394620","4394620","Tarrant"
"n4392381","4392381","Tarrant"
"n4510348","4510348","Tom Green"
"n4790154","4790154","Webb"
"n2011106","2011106","Harris"
"n2010566","2010566","Harris"
"n2090200","2090200","Hays"
"n2230014","2230014","Hopkins"
"n2350400","2350400","Irion"
"n3030013","3030013","Lubbock"
"n850180","850180","Collin"
"n1131085","1131085","Dallas"
"n1134510","1134510","Dallas"
"n1133114","1133114","Dallas"
"n1132121","1132121","Dallas"
"n1213130","1213130","Denton"
"n3550018","3550018","Nueces"
"n3690201","3690201","Parmer"
"n4050009","4050009","San Augustine"
"n4391090","4391090","Tarrant"
"n4930205","4930205","Wilson"
"n1391049","1391049","Ellis"
"n1430035","1430035","Erath"
"n2470005","2470005","Jim Hogg"
"n2810003","2810003","Lampasas"
"n3090003","3090003","Mclennan"
"n3370007","3370007","Montague"
"n270408","270408","Bell"
"n293184","293184","Bexar"
"n410096","410096","Brazos"
"n1132612","1132612","Dallas"
"n1133013","1133013","Dallas"
"n1150013","1150013","Dawson"
"n4910263","4910263","Williamson"
"n3150008","3150008","Marion"
"n323002C","323002C","Maverick"
"n3550123","3550123","Nueces"
"n3610021","3610021","Orange"
"n4393706","4393706","Tarrant"
"n4530412","4530412","Travis"
"n1211024","1211024","Denton"
"n1870115","1870115","Guadalupe"
"n2010900","2010900","Harris"
"n2010354","2010354","Harris"
"n2150064","2150064","Hidalgo"
"n2570022","2570022","Kaufman"
"n292023","292023","Bexar"
"n291099","291099","Bexar"
"n292181D","292181D","Bexar"
"n293080","293080","Bexar"
"n610019","610019","Cameron"
"n850051","850051","Collin"
"n4790252","4790252","Webb"
"n4850211","4850211","Wichita"
"n2150207","2150207","Hidalgo"
"n2410005","2410005","Jasper"
"n4391547","4391547","Tarrant"
"n4393043","4393043","Tarrant"
"n4530491B","4530491B","Travis"
"n4650021","4650021","Val Verde"
"n1572116","1572116","Fort Bend"
"n1674191","1674191","Galveston"
"n2010460","2010460","Harris"
"n2010794","2010794","Harris"
"n2010546","2010546","Harris"
"n2010708","2010708","Harris"
"n294228","294228","Bexar"
"n370019","370019","Bowie"
"n790303","790303","Cochran"
"n1134039","1134039","Dallas"
"n1134000","1134000","Dallas"
"n1573155","1573155","Fort Bend"
"n3450001","3450001","Motley"
"n4392026","4392026","Tarrant"
"n4410204","4410204","Taylor"
"n4474005","4474005","Throckmorton"
"n2010105","2010105","Harris"
"n2011149","2011149","Harris"
"n2010068","2010068","Harris"
"n2030021","2030021","Harrison"
"n2310105","2310105","Hunt"
"n3390090","3390090","Montgomery"
"n410034","410034","Brazos"
"n610062","610062","Cameron"
"n850094","850094","Collin"
"n97004C","97004C","Cooke"
"n1410076","1410076","El Paso"
"n1571156","1571156","Fort Bend"
"n4210201","4210201","Sherman"
"n4394138","4394138","Tarrant"
"n4391407","4391407","Tarrant"
"n4392636","4392636","Tarrant"
"n1670356","1670356","Galveston"
"n1870414","1870414","Guadalupe"
"n2150250","2150250","Hidalgo"
"n2150001","2150001","Hidalgo"
"n2450023","2450023","Jefferson"
"n2650312","2650312","Kerr"
"n490212","490212","Brown"
"n490308","490308","Brown"
"n850243","850243","Collin"
"n850237","850237","Collin"
"n1410176","1410176","El Paso"
"n1410182","1410182","El Paso"
"n4393552","4393552","Tarrant"
"n4910368","4910368","Williamson"
"n2510041","2510041","Johnson"
"n2510035","2510035","Johnson"
"n3650010","3650010","Panola"
"n4310001A","4310001A","Sterling"
"n4310002E","4310002E","Sterling"
"n4391071","4391071","Tarrant"
"n1830003","1830003","Gregg"
"n1830009","1830009","Gregg"
"n2010943","2010943","Harris"
"n2150150","2150150","Hidalgo"
"n2150107","2150107","Hidalgo"
"n2150101","2150101","Hidalgo"
"n130006","130006","Atascosa"
"n294122","294122","Bexar"
"n390069","390069","Brazoria"
"n1110006","1110006","Dallam"
"n1132074","1132074","Dallas"
"n1214172","1214172","Denton"
"n3030118","3030118","Lubbock"
"n3750221","3750221","Potter"
"n411003B","411003B","San Saba"
"n4394340","4394340","Tarrant"
"n4530160","4530160","Travis"
"n4970025","4970025","Wise"
"n1410033","1410033","El Paso"
"n1930009","1930009","Hamilton"
"n2010211","2010211","Harris"
"n2011043","2011043","Harris"
"n2090448","2090448","Hays"
"n2750301","2750301","Knox"
"n294222","294222","Bexar"
"n292079","292079","Bexar"
"n292128","292128","Bexar"
"n370024","370024","Bowie"
"n730022","730022","Cherokee"
"n810004A","810004A","Coke"
"n397003C","397003C","Rockwall"
"n4392263","4392263","Tarrant"
"n4490005","4490005","Titus"
"n475001E","475001E","Ward"
"n2010652","2010652","Harris"
"n2010111","2010111","Harris"
"n2050101","2050101","Hartley"
"n2310111","2310111","Hunt"
"n2970003","2970003","Live Oak"
"n3470012","3470012","Nacogdoches"
"n1134047","1134047","Dallas"
"n1131168","1131168","Dallas"
"n1133971","1133971","Dallas"
"n1131706","1131706","Dallas"
"n1350406","1350406","Ector"
"n1574163","1574163","Fort Bend"
"n292140","292140","Bexar"
"n610077","610077","Cameron"
"n1132502","1132502","Dallas"
"n2010080","2010080","Harris"
"n292055","292055","Bexar"
"n3550033","3550033","Nueces"
